success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,enbi,nbar,np,hfactor,index,run_dir,batch_num
True,51.26698,17.983785,0.063495,0.06332,0.00041294495264689127,33.001034732659654,979.1439943946898,3.4921513035893446,1.3975282423198223,1.294446182344109,42,/tmp/ShineRunner-e2b7b5a3-b779-4c07-844b-d2cd9d157007,0
True,59.334769,19.863726,0.123268,0.114574,0.001140145460764567,34.057064306735995,992.4453967250884,2.8221358217298986,1.2722098226659,1.4171252597123385,74,/tmp/ShineRunner-1cd82b04-c593-4d30-8631-3e32c901386d,0
True,62.814565,19.437094,0.327505,0.315068,0.0008320927619934082,21.629375807444255,881.85960566625,1.5433916963636876,1.051922844722867,1.0159652044065297,109,/tmp/ShineRunner-5d531abe-7c2d-4b70-9274-1bc18efcc4d4,0
True,59.362203,18.203785,0.172322,0.166389,0.0008059223492940267,19.61528890132904,787.9108474589884,2.1169044345617296,1.119813606608659,1.1425733036361634,113,/tmp/ShineRunner-52f3631a-0dd4-4eba-a3b3-58ba3fe3bdff,0
True,48.045134,15.728041,0.044525,0.037351,0.0015307585398356119,22.471665966510773,799.3135964497924,3.559468820691109,1.2934295409359038,1.1826398361474275,110,/tmp/ShineRunner-b8905622-4be8-416b-b6e1-24bffde66be4,0
True,48.205823,16.265991,0.014972,0.012248,0.0009219527244567871,32.199987729390465,837.4928026460111,4.723609527945518,1.3370552631095052,1.3742501767352224,86,/tmp/ShineRunner-15a6562f-9a63-482d-9a73-d77dc0144f02,0
True,45.77914,13.222912,0.05482,0.048344,0.0008028348286946615,26.11378264427185,642.4326337873936,2.9212336856871848,1.1007323791272938,0.9191230613738299,104,/tmp/ShineRunner-c375d359-d2dd-4658-9f3a-429c1c60b605,0
True,46.717605,16.132041,0.006951,0.004579,0.0005860726038614908,23.977360967795054,567.2973464243114,4.07032712250948,1.4866763618774712,1.329952561017126,108,/tmp/ShineRunner-01294621-553e-44d7-8f15-706bc4e634d2,0
True,53.98929,18.385853,0.033816,0.027805,0.0003874023755391439,21.678980934619904,723.8682177849114,3.4752829007804396,1.4353041928261518,1.4630470012314618,112,/tmp/ShineRunner-283fc581-8ff3-46bd-b1c3-df281ed3e3bf,0
True,64.705817,22.166006,0.287343,0.264922,0.0015306671460469563,38.63326419591904,969.7475405409932,1.6941020619124174,1.3577987914904952,1.331726794037968,21,/tmp/ShineRunner-1bc9405e-d6c9-49e2-bf56-0c4a17335dd4,0
